"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G11500",10.8688752945738,-0.38022798577191,0.442730504076892,-0.858824911025046,0.390437121693209,0.538994233147241
"AT5G45790",112.840316594246,0.128879348954896,0.150094247497935,0.858656151740053,0.390530248711309,0.539091767126466
"AT1G80570",214.497603423702,-0.163421049894208,0.190336515537556,-0.858590110429769,0.390566696189343,0.53909961819377
"AT4G11110",1987.63874340954,0.106480557947937,0.12402163221366,0.858564397576196,0.39058088739145,0.53909961819377
"AT1G15710",1202.57078071012,0.0868570618852789,0.101172570153469,0.85850405651972,0.390614191503692,0.539114563404544
"AT3G52010",2.97713822308371,-0.825686423062865,0.9618844211604,-0.85840502756742,0.390668852412216,0.539158981240473
"AT1G09307",0.82633172634666,-1.65409910303706,1.92706335203599,-0.858352218306403,0.390698003385194,0.539168189931377
"AT2G19550",23.8774554776504,-0.295471631751346,0.344252036009458,-0.858300317338511,0.390726654263396,0.539176707465298
"AT4G24890",9.81863977710429,0.540726491995344,0.630173714103213,0.858059420591417,0.390859653143692,0.53932920901482
"AT2G47895",16.5947143268169,0.337877243270049,0.393894430900266,0.85778629186966,0.391010480526884,0.539506292333056
"AT1G48280",200.257482162732,0.109400786780623,0.127559506806566,0.857645106346489,0.391088459976817,0.539556158574052
"AT5G65685",1396.49678886899,0.0824313294875566,0.0961142051888137,0.857639402267568,0.391091610646563,0.539556158574052
"AT1G48040",585.773438571021,-0.15365375074294,0.179202613901793,-0.857430298573353,0.391207120508439,0.53966611766525
"AT1G74230",4615.38531090999,-0.0909172532393163,0.106036627727834,-0.857413661557357,0.391216311763669,0.53966611766525
"AT1G73140",8.2818750242506,-0.582732455608226,0.679715852827985,-0.857317735320935,0.391269309553021,0.539686277656371
"AT2G20650",304.713172654193,-0.166660083667734,0.194399818055115,-0.857305759517139,0.391275926308859,0.539686277656371
"AT5G11060",2388.83245571829,-0.174913753588082,0.20404183221895,-0.857244574241955,0.391309732868316,0.539689536456805
"AT3G45443",362.358740536424,0.0790446170202547,0.0922104166402818,0.857220039777201,0.391323289337812,0.539689536456805
"AT3G28630",14.6507948278208,0.2380569717483,0.277735227525736,0.857136395224624,0.391369509111235,0.539722247199568
"AT5G17150",10.7840522927617,0.365863811995729,0.42689967727891,0.857025271904097,0.391430918052634,0.53977589975914
"AT1G17620",1122.91917601378,-0.289761410799691,0.338131544225278,-0.856948769638125,0.3914731981148,0.539803169300466
"AT2G23000",792.840325211563,0.496722184304417,0.579718791270496,0.856832988311132,0.391537191579104,0.53986037463879
"AT5G04000",15.7153948748792,-0.309522205988838,0.361259138033753,-0.856787201767388,0.391562499998456,0.539864236647868
"AT5G44500",418.229461087022,0.143783835037632,0.167850098357247,0.856620499152799,0.391654652919037,0.539960254334752
"AT1G57800",2.263691332608,0.786322066367069,0.918364438633839,0.856220072650901,0.391876061776554,0.540234451277225
"AT1G47128",46275.7330031429,-0.159751123145545,0.186594416022005,-0.856140963654054,0.391919812699826,0.540263714219426
"AT4G07625",3.60835827436201,0.81269871929669,0.94933281008892,0.856073560989184,0.391957091819672,0.540284052892745
"AT1G70470",10.8757039346646,0.341361354136535,0.398799969082049,0.85597136560034,0.392013618230444,0.540330918680348
"AT2G25580",443.884337078446,0.0696398465452992,0.0813769254450027,0.855768956181124,0.392125589717016,0.540454197262101
"AT1G33607",2.59767114232461,-1.10926571383996,1.29640690539663,-0.855646255216899,0.392193476482523,0.540485649348452
"AT2G07045",0.557138194466287,-2.09855259199303,2.45253631146027,-0.855666267686583,0.39218240369646,0.540485649348452
"AT4G21950",1.21290076125978,-1.4671269482677,1.71489742741229,-0.855518776118017,0.392264014396167,0.540551801063222
"AT5G09830",581.622732535801,-0.0692273557130123,0.080922972502805,-0.855472229602202,0.39228977186205,0.540556239896773
"AT2G34160",826.997217615513,-0.0759622604166829,0.0888059392557635,-0.85537365015542,0.392344326200111,0.540600356631196
"AT3G53540",1554.13398441048,0.117014267674856,0.136817172460267,0.855260093237481,0.392407174844296,0.540624841804439
"AT2G47090",468.521229127448,0.0914700939587041,0.106948845332802,0.855269579340182,0.392401924479647,0.540624841804439
"AT1G77800",3188.72172653687,0.0997581246128483,0.116648039205392,0.855206185139516,0.392437012687478,0.540634896693001
"AT3G12940",583.174255797846,-0.0709487926838461,0.0829788711370151,-0.855022389575475,0.392538752886918,0.540743999927958
"AT2G23530",43.3788721286751,0.257962420196201,0.301730742236404,0.854942450624037,0.392583008154876,0.540773906483826
"AT5G11490",3517.57469429701,-0.0598334711463264,0.0700268413825954,-0.854436241375261,0.392863322553181,0.541128956860032
"AT1G77670",2774.89165791365,-0.122284817979914,0.143154134559288,-0.854217856552855,0.39298429103617,0.541264496399286
"AT3G08065",141.151321916792,-0.157446626415886,0.184349344759878,-0.854066645156598,0.393068063803939,0.54131771133957
"AT2G27630",16.0342796474412,0.379847302125368,0.444733177244551,0.854101563725921,0.393048717573743,0.54131771133957
"AT3G18420",1922.15197624745,0.161306008909219,0.188884334153271,0.853993580951645,0.393108546049824,0.541342380614943
"AT1G16360",11.3607490842431,0.342330926914401,0.400919931005964,0.85386357833457,0.393180582066043,0.541379416844782
"AT5G65570",168.539968624782,0.170783110350875,0.200010375794907,0.853871253789347,0.393176328781954,0.541379416844782
"AT3G61460",1619.35954203805,-0.0827036719106769,0.0968637816383679,-0.853814196718475,0.393207947110125,0.541386017988833
"AT1G52340",550.199068850245,0.264591055178688,0.30996357555331,0.853619831641094,0.393315666597554,0.541503247561068
"AT5G62290",877.70443365457,0.207620257303637,0.243260003500844,0.853491138352781,0.39338699981684,0.541570371210855
"AT5G53850",4695.81678586578,0.0431977997976868,0.0506244260314446,0.853299546958915,0.393493211253076,0.541685500752771
"AT1G35515",33.655621590238,-0.446634639997441,0.523600200519393,-0.853007007167673,0.393655418380864,0.541877696716408
"AT5G00760",20.0992394214578,0.221693374634472,0.259927899972163,0.852903342266123,0.393712908091062,0.541925732438438
"AT3G54160",56.0395155099716,-0.190656916207861,0.22362892848907,-0.852559270824302,0.393903757106615,0.542157314394862
"AT3G10113",13.1625212055421,0.388220487893037,0.455404352560836,0.852474258776821,0.393950920084202,0.542191115970832
"AT5G03175",13.8530789162072,0.34571783534447,0.405640518087758,0.852276387413735,0.394060708381276,0.542282049161082
"AT4G04770",8407.83655664901,0.120008663025537,0.140810006350785,0.852273685199418,0.394062207824467,0.542282049161082
"AT5G60360",23470.78181546,-0.125550932348584,0.147389737024847,-0.851829543107322,0.394308706644599,0.542535574431732
"AT3G04030",244.9916732219,-0.164494113965346,0.193097900997652,-0.851868990369536,0.394286809643164,0.542535574431732
"AT2G33560",160.230051529749,0.195191726774313,0.229149069049494,0.851811127070972,0.39431892955717,0.542535574431732
"AT4G04423",6.95976996472574,0.380039508122141,0.446171633971186,0.851778730843037,0.39433691339293,0.542535574431732
"AT1G55365",0.809897552964722,-1.27832565906649,1.50092993064912,-0.851689098180379,0.394386672977954,0.542572912993932
"AT5G07605",1.57871707439359,-1.14695704307498,1.34676599661789,-0.851637957860025,0.394415065235857,0.542580853105486
"AT1G17090",116.112895267891,-0.318714491809331,0.374311953492971,-0.851467576269416,0.394509667192739,0.54262357562938
"AT5G52850",238.205520947346,0.27106508060875,0.318368586553022,0.851419053442342,0.394536611313949,0.54262357562938
"AT3G24160",7451.55303092228,-0.0640269555398105,0.0751990047724974,-0.851433549333716,0.394528561809506,0.54262357562938
"AT3G12590",1324.84467556603,0.0915020818681835,0.107467145085889,0.851442380785815,0.39452365779187,0.54262357562938
"AT1G48220",1.46284740525286,1.16172355539812,1.36467779060212,0.851280473235769,0.394613569305154,0.542698301321795
"AT2G12550",542.311891155038,-0.218545809636264,0.256810626301927,-0.850999870150716,0.394769424916852,0.542870033131382
"AT2G47480",4.3517439863846,0.442744251748406,0.520279313109241,0.850974160595626,0.394783706658497,0.542870033131382
"AT1G70650",91.5167381699567,0.244606693886273,0.287488206982081,0.85084079258082,0.394857798039957,0.54290966717033
"AT5G43150",813.082069131121,-0.205844357574903,0.241923378957601,-0.850865916563521,0.39484383999826,0.54290966717033
"AT5G42690",45.5394103519603,0.190751977505093,0.22425369064829,0.850607974181618,0.394987158323298,0.542994152885294
"AT3G47050",1.93431858655397,-1.07279081462342,1.26118752211481,-0.850619591307496,0.394980702922446,0.542994152885294
"AT4G22910",602.108124774869,-0.0926388542961084,0.108902621657912,-0.850657705809035,0.394959523916199,0.542994152885294
"AT4G24630",1016.96477278118,-0.0792669145039594,0.0931973759102707,-0.850527321501805,0.395031977137773,0.543024643453872
"AT3G11470",414.424323419412,-0.342609418522423,0.402976332364879,-0.850197371423301,0.395215362904998,0.543245598546664
"AT3G26040",51.9481649205965,0.228037572120118,0.268304198819168,0.849921742275122,0.395368596621937,0.543425085013684
"AT2G22410",132.157259719191,0.230955053197639,0.271755971609889,0.849861925128842,0.395401856204727,0.543439658659556
"AT2G43190",252.295304420575,0.0938281683283349,0.110447776274964,0.849525191840405,0.395589118496223,0.5436658795766
"AT1G76210",4.19878157930571,-1.13594150319341,1.33748558572808,-0.849311211511145,0.395708143917873,0.54379830067687
"AT5G38450",1.15490645883731,1.13278911299567,1.33401625375685,0.849156904801961,0.395793989630358,0.543885112304426
"AT3G48240",47.7378983636414,0.495812716663099,0.584032616523871,0.848946963979766,0.395910804426904,0.544002647827628
"AT4G18770",1.72211868062173,1.20131560812959,1.41510772597212,0.84892166587836,0.395924882144872,0.544002647827628
"AT1G13400",10.6748074816697,-0.41031661539467,0.483517037252218,-0.848608391808614,0.396099235852568,0.544211036267597
"AT3G22440",10016.85729519,-0.0777296205202006,0.0916089648342566,-0.848493601699712,0.396163134268478,0.544267652131492
"AT1G55840",3043.37014562493,-0.0511025445117715,0.0602356596455189,-0.848376938386747,0.396228081788718,0.544325702736781
"AT2G17580",819.697458098579,0.0773424554732778,0.0911707344055906,0.848325462962763,0.396256740666261,0.544333897349576
"AT5G28830",1785.42641986947,-0.365128706458633,0.430445827099224,-0.848257047627192,0.396294832755314,0.544355048589449
"AT5G10550",1458.41459466867,0.155767954877665,0.183642679927557,0.848212163638167,0.39631982433145,0.544358203425193
"AT3G46600",6308.68543548115,0.318591440068342,0.375683851571441,0.848030701175235,0.396420873021606,0.544465818844264
"AT4G29100",1309.86703373951,-0.0771231062108673,0.090953299307594,-0.847941820670468,0.396470372450024,0.544502625455842
"AT3G25440",250.87842103382,0.147524063217382,0.17403653646237,0.847661452107095,0.396626540063292,0.544685914918019
"AT3G32400",0.582913455566998,1.4456297826861,1.70575445102185,0.847501691594639,0.39671554459472,0.544776953835744
"AT1G48405",6.39661226696549,-0.478420271348352,0.564587958607863,-0.847379516431806,0.396783618001504,0.544808052057019
"AT4G14180",41.1875487439354,-0.178307595796711,0.210416984958992,-0.847401153625792,0.396771561702828,0.544808052057019
"AT1G51840",54.1411924982207,-0.372270278866197,0.439397063652535,-0.847229782947707,0.396867055931617,0.544841462175553
"AT5G10350",1982.56940850114,0.0467462061663693,0.0551741892571431,0.847247722091671,0.396857058911758,0.544841462175553
"AT2G29990",2015.63421349652,-0.339075497483146,0.400224350330392,-0.847213562101441,0.396876095519522,0.544841462175553
"AT1G23170",218.725802906613,-0.115415998141685,0.136251574462231,-0.847080106026066,0.396950472922196,0.544856561959854
"AT3G02210",226.817689291568,0.11454937247064,0.135224022240516,0.847108158540771,0.39693483806759,0.544856561959854
"AT4G02560",1437.65667337015,-0.0814370344638584,0.0961394989880929,-0.847071550413889,0.396955241401169,0.544856561959854
"AT5G14040",13448.1901840045,-0.145683319136903,0.171995276262482,-0.84701930368469,0.396984361917649,0.544865352767036
"AT1G29980",415.002513065199,0.265155752835304,0.313069109350308,0.84695597526554,0.397019660711848,0.544882621836379
"AT5G19990",4274.69011790391,-0.0871998964823856,0.102964863015752,-0.846889841139743,0.397056525407292,0.544902037900178
"AT5G39790",695.860219997175,-0.201525708354131,0.238025367204606,-0.846656432971282,0.397186649036288,0.545018247356087
"AT2G09420",1.81916626644443,-1.00720446853482,1.1895918004682,-0.846680742199467,0.397173095590215,0.545018247356087
"AT2G19690",95.1971664019847,0.290479786715958,0.343167924926015,0.846465434607805,0.397293148590511,0.545133199593387
"AT5G48175",4.47981300538322,-0.717982208624969,0.84826515134519,-0.846412477851275,0.397322680012835,0.545142535338512
"ATCG00140",209.969236135076,-0.347923216884136,0.411106260899388,-0.846309701348199,0.39737999727615,0.545189991115125
"AT1G72800",381.09624023745,-0.176250447278897,0.20830360680404,-0.846122877961993,0.39748419927941,0.545270575002341
"AT3G58780",17.8269548099119,0.411034594860317,0.485784552798383,0.846125288448416,0.397482854709453,0.545270575002341
"AT1G15150",30.5315155528366,-0.380197653734783,0.449413621677961,-0.845986048031324,0.397560527546498,0.545330457495258
"AT1G36280",887.755748743611,0.174632073332891,0.206429891163543,0.845963112941523,0.397573322363861,0.545330457495258
"AT5G20790",1249.08066842155,-0.189931736459524,0.224579305598249,-0.845722342731318,0.397707656020573,0.545469864153544
"AT5G37990",2.12376162953754,1.12069344201529,1.32516754466863,0.84569943364824,0.397720439180411,0.545469864153544
"AT1G58290",20364.1324786106,0.204006044131018,0.241276578980543,0.845527754881956,0.397816243000928,0.545534902834311
"AT5G15750",1704.51786865053,0.191610892161304,0.226626449027961,0.845492187620444,0.397836092736503,0.545534902834311
"AT4G17615",2459.33163081282,-0.35408607514092,0.418762997613422,-0.845552441736487,0.397802465863431,0.545534902834311
"AT5G19470",1.3887587925973,1.7160730551164,2.03009735498136,0.845315645038195,0.397934628233867,0.545638826548764
"AT5G43710",540.18527569114,0.145972609298418,0.172693827209181,0.845268251085801,0.397961083203872,0.545643908867501
"AT1G24000",1.18834395530589,1.25278596052418,1.48222096405979,0.845208636836983,0.39799436096212,0.545658344786363
"AT2G26170",882.376512540016,-0.219217429022988,0.25940515140058,-0.845077392794203,0.398067629683814,0.54572760434362
"AT1G04480",7868.72448306731,0.129740103572839,0.153552617701535,0.844922773150108,0.398153958570751,0.545814759688977
"AT1G52620",233.883725407538,0.114217108579256,0.135189994618186,0.844863622502811,0.398186987173074,0.545828841829544
"AT2G06765",7.40599950161864,0.384208296104288,0.454785004781179,0.844813026078445,0.398215240568977,0.545836376952254
"AT4G35650",0.843135479679561,-1.70178791860751,2.01451027789413,-0.844765071333606,0.398242019947393,0.545841890883325
"AT4G25970",3016.98935066583,-0.186088029093217,0.220302374045707,-0.844693707452326,0.398281873703366,0.545865323275752
"AT1G62035",2.24218694927895,-0.824847965919249,0.976665393831307,-0.84455533197864,0.398359157488773,0.545877670905262
"AT5G26360",7460.2073627057,0.18059833201203,0.2138371400162,0.844560173215689,0.3983564534675,0.545877670905262
"AT5G54440",2291.5797800471,-0.0541830966822297,0.0641501537610814,-0.844629256603613,0.398317868883184,0.545877670905262
"AT1G11080",123.80383460983,-0.42649453304942,0.505259541216826,-0.844109805472026,0.398608048885946,0.546161455679335
"AT1G17110",2164.76239969215,0.0887821195541057,0.105183296683109,0.844070516458365,0.398630002010467,0.546161455679335
"AT3G16310",2000.052241626,0.15599137234414,0.184810246890935,0.844062355677701,0.398634562018599,0.546161455679335
"AT5G01170",454.244943455038,0.100776412738949,0.119432247317326,0.843795666602428,0.398783597443146,0.546303236522435
"AT3G18235",1.46192466355783,-1.02808222469263,1.21838815019303,-0.843805173687669,0.398778283966226,0.546303236522435
"AT1G01200",17.4789401411669,0.456779965483041,0.541442812585284,0.843634738269043,0.398873546197066,0.546366292738186
"AT5G48380",4704.12340056345,-0.275836337633011,0.326967644150841,-0.843619674813324,0.398881966340601,0.546366292738186
"AT5G01945",1.77436986719171,1.05297379122955,1.24820406713776,0.843591059308202,0.398897962079176,0.546366292738186
"AT3G17730",52.8919855247701,-0.223773152888458,0.265277037079586,-0.843545130599918,0.398923636506642,0.546370258964673
"AT3G02030",237.199162374407,0.0975235090505465,0.115626517209241,0.843435497361435,0.398984926175321,0.546423000984426
"AT2G38100",2.26850521278799,-0.74602435550977,0.884622940972992,-0.843324676487841,0.399046885542871,0.546476654103985
"AT2G40670",235.041070908591,0.343847197802858,0.407776704778754,0.843224229764222,0.39910304978084,0.546522365382691
"AT3G12890",17.4147667719365,0.370345393671551,0.439266269324864,0.843100004561603,0.399172516205527,0.546586286105256
"AT4G34440",8.2823466105074,-0.464024963024375,0.550459790382685,-0.842977036890888,0.399241286587287,0.546649246494043
"AT2G02220",4007.53388965913,-0.350465645759935,0.415794533461143,-0.842881802323374,0.399294551969144,0.546690971147434
"AT1G52530",18.6495464173544,-0.233275109721359,0.276810001057627,-0.842726450742634,0.399381450407398,0.546705602247692
"AT1G67530",1221.60383875981,-0.128659035459331,0.152660886441382,-0.842776682740754,0.399353351076008,0.546705602247692
"AT1G27340",2029.41961741455,0.165683836986291,0.196599912459452,0.842746239881782,0.399370380397588,0.546705602247692
"AT5G65610",42.058474122821,-0.499225179572456,0.59241171354679,-0.842699710617767,0.399396409079726,0.546705602247692
"AT1G64050",1827.99624957327,0.17602479758114,0.208923704215687,0.842531479335713,0.399490526940803,0.546803228669373
"AT1G24735",19.5614468186115,0.271468673789076,0.322389650333729,0.842051453910071,0.399759152989736,0.547139688651173
"AT3G20830",206.292500909505,0.197512668334338,0.234592320399908,0.841940043039937,0.399821514928104,0.54719381815962
"AT1G79490",762.900407864799,0.222218813081301,0.264028728262374,0.841646341077226,0.399985941858286,0.547387619182566
"AT5G65080",9.46888764172032,-0.555857157639785,0.660569718872779,-0.841481439064935,0.4000782788824,0.547482747448269
"AT3G50450",6.19970990055233,0.591034780219195,0.702481799585261,0.841352445811602,0.400150517698092,0.547550363255544
"AT5G63520",628.348654354439,0.0727400914221765,0.0865098873442523,0.840829801716409,0.400443289136492,0.547919722374666
"AT5G50030",1.93072230752151,-0.976150841946585,1.16101406046872,-0.840774349926907,0.400474359318071,0.547930978415564
"AT3G03702",5.856999039512,-0.514528480699325,0.612085248948234,-0.840615717473107,0.400563250637382,0.548021339823651
"AT1G01470",5771.64663875706,0.357125939395779,0.424916670667948,0.84046111637464,0.400649894351767,0.548108616090884
"AT4G22035",1.04565070239037,-2.03822404936355,2.42536589774993,-0.840377961632288,0.400696501754442,0.548141113897687
"AT4G20880",538.608353811533,0.137038190560408,0.163093681339978,0.840242181269693,0.400772612293005,0.548213965124609
"AT1G55900",1817.68834743915,0.209395481730116,0.249235545483275,0.8401509556917,0.400823752899465,0.5482253105743
"ATCG00260",0.918628108271886,1.18838649435795,1.41450023540855,0.840145844171395,0.400826618508359,0.5482253105743
"AT1G06380",576.565917896375,0.203254258168464,0.241942047622285,0.840094808512907,0.400855230678034,0.548233182976583
"AT5G00790",1.78537653568213,0.931937855626139,1.10964666492026,0.839850994994976,0.400991937011132,0.548388881985803
"AT4G23496",2.52947929632046,1.04487194974116,1.24452726982569,0.839573366590437,0.401147637453244,0.548570537739653
"AT2G05270",3.01440987935952,-0.494561452900101,0.589176898870152,-0.839410801490194,0.401238824577514,0.548632678503948
"AT2G31930",0.793674938003149,-2.85294530447315,3.39869473812145,-0.83942381540569,0.401231524265082,0.548632678503948
"AT1G75260",35.2884059682935,-0.247210780037509,0.294617864964321,-0.839089578181034,0.401419043933614,0.548785248662962
"AT5G13710",5449.10701791687,0.146394170197971,0.174453837664227,0.839157063886072,0.401381177673862,0.548785248662962
"AT4G37090",1132.2909289468,0.13687760071024,0.163121159200945,0.839116159919045,0.401404128652374,0.548785248662962
"AT4G04490",3357.85319990989,-0.45777705355445,0.545625242434397,-0.838995372560115,0.401471906336166,0.548826236485768
"AT2G43750",7925.94810831575,0.117919871836531,0.140600881322298,0.838685154229041,0.401646011324031,0.549032953075637
"AT5G59470",130.932438572004,0.178772421215382,0.213220987400621,0.83843726358647,0.401785168476472,0.549191876628485
"AT1G04860",2777.60544623423,-0.0752607297992408,0.0898012948009124,-0.838080675407769,0.40198539536189,0.549434252273651
"AT1G71528",2.17328465352504,0.673086676797012,0.803293159973453,0.837909134965441,0.402081737902347,0.549441428901765
"AT5G05790",171.41346829421,0.153649690817625,0.183372944775318,0.837908182179699,0.402082273055644,0.549441428901765
"AT2G20722",8.28900443173889,0.272780831867998,0.325530515982969,0.837957790360486,0.402054410085899,0.549441428901765
"AT4G36620",48.7703090830451,-0.191444501902655,0.228466861515685,-0.837953043310449,0.402057076267635,0.549441428901765
"AT3G48030",938.081892903046,-0.10776109009978,0.12864086907987,-0.837689381847025,0.402205178441438,0.549578068252041
"AT1G68820",2501.20234454849,-0.293382887547681,0.350354575241654,-0.837388486636209,0.402374235279851,0.549702485515795
"AT3G09710",247.346486800418,0.155013993866226,0.185109724442943,0.837416804183114,0.402358323356945,0.549702485515795
"AT4G11450",148.360251016082,0.115863460617178,0.138356689197359,0.837425796246862,0.402353270702121,0.549702485515795
"AT4G38300",124.005099734543,0.146357999387625,0.174784168892728,0.837364163555625,0.402387902971997,0.549702485515795
"AT1G08947",2.77282965222256,-0.762553180845231,0.910709986058638,-0.837317249748629,0.402414265693348,0.549707191578145
"AT5G52975",0.864010425491319,-1.49692877583108,1.78812649060323,-0.837149264158648,0.402508671925122,0.549773532532087
"AT3G44850",703.123556333512,-0.141573758075121,0.169107496806607,-0.837182033609229,0.402490254777213,0.549773532532087
"AT3G49820",5.29064852436241,0.446624839353952,0.533556786784964,0.837070861838652,0.402552737794121,0.549802412523048
"AT4G01120",592.10310356544,-0.16334051574394,0.195173668617655,-0.836898321893633,0.402649723714619,0.549903562775087
"AT2G45750",73.1851704152603,0.170213633467899,0.203409072840059,0.836804529371894,0.402702451028972,0.549944260440727
"AT5G15845",17.3808922144319,-0.250189658769467,0.299030650346907,-0.836668945070413,0.4027786797312,0.549985734488931
"AT4G25560",0.682198576106771,1.65089069375761,1.97310080889232,0.836698604712656,0.402762003639608,0.549985734488931
"AT2G14560",193.724154860326,-0.444062691260136,0.53084329511802,-0.836523123385046,0.402860673784755,0.550066381362847
"AT5G04405",0.574867381452672,2.43127396671476,2.90660410934083,0.836465468035871,0.40289309556165,0.550079336870546
"AT3G28917",1.36140794435223,-1.50011173622959,1.79383306978259,-0.83626049798012,0.403008370613297,0.550205405972482
"AT3G03430",2.66096426990765,-0.709487301786147,0.848724470895389,-0.835945381706327,0.40318563038209,0.550416080270052
"AT1G77765",20.9537361194244,-0.376643165070527,0.450799171538652,-0.835501014309722,0.403435676082583,0.550673261067084
"AT1G31280",1823.14582562138,-0.135718641538867,0.162442321485946,-0.835488192346532,0.403442892384386,0.550673261067084
"AT3G21550",262.817627345663,0.124766303838004,0.14932388478159,0.835541507780181,0.403412886546284,0.550673261067084
"AT5G42680",358.716591117691,-0.160332749920631,0.191944556079705,-0.835307617966787,0.403544529277051,0.550780646366186
"AT5G64650",931.032441403932,0.158528933926198,0.189824811484091,0.835132840047539,0.403642918213832,0.550820904379415
"AT5G26680",1048.80498488312,-0.147341709538627,0.176416825485705,-0.835190799590516,0.403610289057752,0.550820904379415
"AT3G24810",117.596640999574,-0.120258081534632,0.143993468290005,-0.835163448472748,0.403625686565013,0.550820904379415
"AT4G18870",4.48370606975843,-0.550104932193953,0.658914416113755,-0.834865528422407,0.403793425566927,0.550994942863142
"AT5G14550",479.821437382649,0.197913901864218,0.237086132577828,0.834776373094066,0.40384363112545,0.55103210285995
"AT5G38730",117.8422959899,0.206643038519532,0.247593676542697,0.834605477025973,0.403939877351218,0.551132076117538
"AT1G09220",87.3909609457966,0.22402106574668,0.268441053196451,0.83452610202187,0.403984584889438,0.551161723062286
"AT1G73065",0.796630053209076,-0.96660757753473,1.15870783310928,-0.834211653632247,0.404161725334645,0.551343855539405
"AT1G30290",339.904980589679,0.0782788324725261,0.0938453415546692,0.834125926505634,0.404210026668075,0.551343855539405
"AT1G11210",212.454995539386,0.755331659106839,0.905520886338105,0.834140515699615,0.40420180641786,0.551343855539405
"AT5G19600",208.577462858818,-0.275045987437847,0.329721503886355,-0.834176673938278,0.40418143356665,0.551343855539405
"AT2G31100",1.43158882927585,1.15284331957732,1.38229819466694,0.834004792905838,0.404278282999786,0.551405600820702
"AT1G04200",1361.11200404891,0.0765593644171416,0.091826919769391,0.833735516876843,0.404430039294881,0.551581220363166
"AT5G42120",9.42594472867564,0.352846029672567,0.423231855192888,0.833694404953892,0.404453211801233,0.551581461124879
"AT5G15380",4.36003488153126,0.65869064269583,0.790313689069976,0.833454679838537,0.404588347344912,0.551734385093812
"AT5G37240",8.366902783933,0.436718715718983,0.524119700088158,0.833242321640507,0.404708078427209,0.551866285909894
"AT3G26580",4741.51839272892,-0.181655380709145,0.218033194007697,-0.833154701676903,0.404757486194001,0.551870910860011
"AT4G33170",125.829951908919,0.268214910725089,0.321926420702826,0.833155943334895,0.404756786013887,0.551870910860011
"AT1G52770",303.239941514873,0.286800046464633,0.344276185764614,0.833052236324943,0.404815269659109,0.551918323085511
"AT2G45780",6.63236013664703,0.388643442300115,0.466579521972321,0.832962922713034,0.404865640463977,0.551955624199668
"AT1G77010",70.753109832552,0.248298996118139,0.298120158282504,0.83288227655792,0.404911126243925,0.551986261670179
"AT1G63740",607.266925502862,-0.196404758504371,0.235849082108689,-0.83275608600359,0.404982305957297,0.552040992557494
"AT2G21450",5.70540672284952,0.661926604066011,0.794887902951471,0.832729497591087,0.404997304512391,0.552040992557494
"AT3G59490",414.191607806362,0.12079418964156,0.145109659205587,0.832433831785259,0.405164112322859,0.552236981371524
"AT1G15440",3977.03859738995,0.25809856819328,0.310107424302246,0.832287613797098,0.405246620304715,0.552318054129718
"AT1G48170",418.857959035464,-0.190910133344561,0.229420854944389,-0.832139403328598,0.405330262852313,0.552369279289561
"AT5G23190",5.41211039681687,0.530866427154507,0.637949888144458,0.832144400398887,0.405327442588663,0.552369279289561
"AT5G07390",4.54855005021609,0.60998113222215,0.73318563508345,0.831960015355078,0.405431514218356,0.552460154063424
"AT4G24480",485.835654106614,-0.0787564319408979,0.0946660401773051,-0.831939645868684,0.405443012256252,0.552460154063424
"AT4G04425",1.12091011868286,-1.00185313474926,1.20449917883054,-0.831759084901967,0.405544942678947,0.552567654799887
"AT3G57640",167.663641605805,-0.127455053704901,0.153263672434253,-0.831606418406664,0.405631138036569,0.552653705023865
"AT4G26480",3363.07092255434,0.0567546004666959,0.0682742734238647,0.831273591362129,0.405819089804121,0.552878376010545
"AT5G19570",287.465230912147,-0.101025878172739,0.121538388546182,-0.831226079111225,0.405845924833344,0.552883532291281
"AT1G16110",538.170210151545,-0.311813343891118,0.375217543678087,-0.83102016188943,0.405962239606551,0.552996769450617
"AT3G52330",0.830585606304917,-2.05478204471817,2.4726699528061,-0.830997296014499,0.405975156893851,0.552996769450617
"AT2G46930",1177.64793205835,-0.187220585076076,0.225327610637701,-0.830881686208901,0.40604047042333,0.553054328425554
"AT3G05385",1.06453899980444,-0.941890138629672,1.13370326017485,-0.830808353223229,0.40608190299972,0.553079355252472
"AT2G40600",932.668284599264,-0.11286071757168,0.135881323458761,-0.830583002129297,0.406209240442905,0.55322137413488
"AT5G04075",3.65564648109826,-0.57581318670429,0.693362007440157,-0.830465443052109,0.406275678124992,0.553275934997299
"AT4G36220",8028.29921238499,-0.166166095326712,0.200096333544397,-0.830430485073551,0.406295435630886,0.553275934997299
"AT1G63250",615.379556137987,0.243857738372396,0.293802993921052,0.830004266184991,0.406536371606495,0.553384110399715
"AT1G45233",525.954464510729,-0.121304155773491,0.146116894375715,-0.830185696813246,0.406433800818485,0.553384110399715
"AT1G04473",5.46105200475176,0.45482573330975,0.547864359507453,0.83017945120331,0.406437331482293,0.553384110399715
"AT5G52750",2270.73422469528,0.544621283238972,0.656149132514499,0.830026675722135,0.406523701664198,0.553384110399715
"AT5G25580",99.2380140274433,0.135971792491977,0.163809341876476,0.830061283040316,0.406504135782665,0.553384110399715
