"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT3G16420",30811.4321626083,-1.30540572150827,0.419147827688248,-3.11442797809083,0.00184301945156685,0.00806838192467284
"AT4G12970",288.978359514838,0.781843013337333,0.251049462890742,3.11429868972711,0.00184382730426039,0.0080704455693412
"AT5G48630",890.068706898519,0.322903746378684,0.103696818001442,3.11392145489163,0.00184618629960509,0.00807929658498953
"AT3G56130",2107.74680829958,0.560508848841996,0.180007773550307,3.11380357518477,0.0018469240154535,0.00808105060829401
"AT2G25830",1794.940148438,0.799289492421446,0.256715458599109,3.11352302967321,0.00184868081736214,0.00808726209834915
"AT4G35890",4460.5530334612,-0.280749934004706,0.090180210351398,-3.11321001482177,0.00185064275734327,0.00809436855901451
"AT1G75510",1241.0116899546,-0.177708132333248,0.057083383666227,-3.11313241997579,0.00185112940843455,0.00809502096457813
"AT3G61610",231.789313039814,0.460274418511162,0.14792858344346,3.11146370631666,0.00186162356288234,0.00813942814059346
"AT3G52190",1449.65408937532,-0.397264698462073,0.127685592457261,-3.11127270365327,0.00186282821397994,0.00814321077829831
"AT4G14640",43.7593413677733,-0.986410703542512,0.317054025341499,-3.11117546127998,0.00186344179532043,0.00814440869215669
"AT1G49380",1875.13286494719,0.998226421774567,0.320892694807989,3.11077951578758,0.00186594205548752,0.00815385063634975
"AT5G42840",57.0294688483102,1.28267476053903,0.412340070925152,3.11072061869015,0.00186631423367826,0.00815399147705041
"AT1G63260",421.280748260149,0.811870849275269,0.261026187767052,3.11030420441879,0.00186894755415404,0.00816400947622269
"AT5G57060",1252.14834983939,-0.756501796042459,0.243243007244928,-3.11006595671923,0.00187045571954169,0.00816910977584251
"AT2G27680",6639.18630983193,0.424987245479526,0.136654749879259,3.10993394561859,0.00187129186291643,0.00817127373455554
"AT1G27530",3580.50992925131,-0.206332200044267,0.0663565906995211,-3.10944546531315,0.00187438882870934,0.0081833073253408
"AT5G66000",135.683886338386,0.491011384425956,0.157933142701182,3.10898254810882,0.00187732806878051,0.00819464805418914
"AT3G28070",625.655211976107,1.41176283655164,0.454181965282866,3.10836392561822,0.00188126255125852,0.00821032815765772
"AT5G07455",10.7387022748153,-1.4747506376609,0.474649871942827,-3.1070284115415,0.00188978235346671,0.00824601046575449
"AT1G01420",327.823215263597,1.28290721679618,0.412989345741168,3.10639300995483,0.00189384827449156,0.00826224894724526
"AT5G43920",885.900222153412,0.447831529867922,0.144184813397957,3.10595491518157,0.00189665631142195,0.00827149059741215
"AT3G43980",934.664726776599,0.467406869293282,0.150485744221411,3.10598769146918,0.00189644609441294,0.00827149059741215
"AT2G40950",1776.28553493379,-0.297429488747213,0.0957665655081121,-3.10577587458766,0.00189780500042536,0.0082749955899296
"AT3G56950",919.992948197197,-0.658912350891528,0.21216392585323,-3.10567570920303,0.00189844792039274,0.00827629440540538
"AT4G31780",6384.26934361734,-0.323221702930818,0.104088805016036,-3.10524943466323,0.00190118623717415,0.00828672598307453
"AT2G45060",1152.66993661507,-0.211848515980117,0.0682266397069371,-3.10507034920814,0.00190233773410658,0.00829023853384455
"AT1G70070",2592.07377041347,0.565027039074962,0.181999642963207,3.10455026106391,0.00190568546755615,0.00830331909624011
"AT1G74470",44855.1767919897,0.736190269993464,0.237145316592779,3.10438460506321,0.00190675290726854,0.00830574637076421
"AT5G65970",112.169365406273,0.807219860829451,0.260028093615724,3.10435633936685,0.00190693509813218,0.00830574637076421
"AT4G21560",1394.00781649527,-0.417020164067249,0.134342751481479,-3.10415083410541,0.00190826019442938,0.00831000890043266
"AT5G26660",144.236278320736,-1.48509821603954,0.478486458567996,-3.1037413691583,0.0019109029424882,0.00832000689390487
"AT2G42320",783.304748330737,0.9684956104372,0.312099184284217,3.10316610617997,0.00191462145417972,0.00833468424681576
"AT5G18430",278.787191689219,0.929595974018652,0.299584335790182,3.10295253443994,0.00191600367692192,0.00833918784152588
"AT2G22870",1135.4180681705,0.646180627846528,0.208269242182339,3.10262149646081,0.0019181479447699,0.00834700591495842
"AT1G08747",6.37239039877404,1.76855484931276,0.570068492948553,3.10235501731609,0.00191987563945026,0.00835156420553029
"AT5G38970",3.51640481883361,3.32530390903407,1.07186526469596,3.10235252373564,0.00191989181311157,0.00835156420553029
"AT4G20940",414.908019481721,0.917885528152359,0.295920404673668,3.10179870551534,0.00192348704577911,0.00836568636084454
"AT3G49360",489.86981816936,0.478019192593202,0.154114379056622,3.10171702030203,0.00192401784615282,0.00836647789300607
"AT3G57050",3418.77045903357,0.265581692940985,0.0856298898557817,3.10150688490058,0.00192538394948311,0.00837090074538733
"AT5G38060",193.898993041325,0.516861005378962,0.166662075265752,3.10125146680669,0.00192704563766217,0.00837660686208134
"AT1G65470",402.279177661665,0.461096830113314,0.148733366592184,3.10015728600838,0.00193417902707548,0.008404568504245
"AT4G13560",216.018805703754,0.564804458097772,0.182183105125528,3.10020217137374,0.00193388592569579,0.008404568504245
"AT4G14716",2594.17270554958,-0.319329840805878,0.103009262509106,-3.10001094103213,0.00193513494290447,0.00840719919226708
"AT1G03180",116.458592838398,0.514355300999438,0.165952888903992,3.09940552645037,0.00193909408236661,0.00842287407816833
"AT5G27430",1135.48768178204,-0.368056634111982,0.118758074780425,-3.09921354646824,0.0019403510974965,0.00842528266193898
"AT5G65600",1017.62073504597,-1.66736696458384,0.53798999084085,-3.09925276114864,0.00194009427323776,0.00842528266193898
"AT3G56490",2989.85913935296,-0.227571905764304,0.0734343226920671,-3.09898556181397,0.00194184482991057,0.00843024255026877
"AT4G00690",65.8134684374418,0.586749613764546,0.189382188701815,3.09823018619978,0.00194680152200193,0.00845023186875466
"AT3G46520",29.7296110980315,-4.26792133751036,1.37767737561348,-3.09791059435077,0.0019489021436467,0.00845781921793194
"AT1G22600",15.5814626639652,1.2924167143121,0.417217915748574,3.09770186161167,0.00195027523083017,0.00846224704896753
"AT5G19370",2674.88091751959,0.267975582165697,0.0865143971035703,3.09746806470709,0.00195181424978985,0.00846739312632653
"AT3G48380",2777.37437980558,-0.537225391150105,0.173479399942705,-3.09676763539379,0.00195643165445383,0.00848552821517038
"AT2G36307",68.5573089971979,-1.00600071308807,0.324859383558005,-3.09672665776158,0.00195670209947917,0.00848552821517038
"AT3G23050",2801.65586962326,0.861666317053576,0.278258435489749,3.09664041464547,0.00195727140071501,0.00848646272913053
"AT2G41780",91.0040046138864,-0.65754820398819,0.212346187578737,-3.09658586992231,0.00195763153552177,0.00848649015200168
"AT1G62580",215.504570879141,-0.850667357615845,0.274717455659114,-3.09651731294208,0.00195808427337905,0.00848691893409285
"AT2G03310",324.278669737652,1.06747503589111,0.344775231597784,3.09614768712977,0.00196052687179361,0.00849597064983586
"AT1G58100",1918.47682369924,-0.353751812573025,0.114260794965762,-3.09600342513831,0.00196148095705574,0.00849856976805254
"AT3G60580",60.4662432192455,0.854043947457815,0.27587831321443,3.09572701640378,0.00196331019349695,0.00850495905747115
"AT3G51100",1544.89564472147,-0.256644083393162,0.0829107702102688,-3.0954251509459,0.00196530968809861,0.00851054670134197
"AT3G63140",8841.42669904748,0.782041206195155,0.252643978491584,3.09542784619031,0.00196529182708701,0.00851054670134197
"AT3G27770",5853.65873786465,-0.264900606231672,0.0855807492203265,-3.09532936606677,0.00196594453798906,0.00851175914949558
"AT2G18910",794.960172134254,0.615814683042952,0.198964163100423,3.09510352742334,0.0019674421128145,0.0085167057422791
"AT3G48090",1619.1742235996,-1.03886861548586,0.335665360654523,-3.09495329950085,0.00196843887989113,0.00851948303375471
"AT1G45010",290.029062295313,1.20284946734079,0.38869552423102,3.09458018514737,0.00197091651136447,0.00852866740782755
"AT5G10960",7397.24911957203,-0.338953926577012,0.109547405783146,-3.09413010882236,0.00197390901092448,0.00854007603463827
"AT3G17310",827.22425648594,0.382797841024239,0.123725451314788,3.0939296398306,0.00197524324554614,0.00854276676661912
"AT3G54080",194.308685486069,0.40224246020364,0.130008036478111,3.09398150376161,0.00197489798236681,0.00854276676661912
"AT2G33855",714.581061426333,0.69229561564507,0.223770937207661,3.09376912070854,0.00197631218793572,0.00854584895255563
"AT3G18830",8666.856427804,-0.889357518124525,0.287475180471887,-3.09368452839878,0.00197687572576146,0.0085467449816356
"AT3G18520",2013.45678375907,-0.20426485230539,0.0660412025546544,-3.09299110863926,0.00198150071904475,0.00856519665651603
"AT1G69700",549.961848713309,0.73775384340179,0.238534752326129,3.09285685296337,0.00198239732867115,0.00856752834693804
"AT1G60190",64.2234073122973,-1.83973202126242,0.594876873166951,-3.09262656567606,0.00198393614057977,0.00857263416824829
"AT1G26620",822.950078813812,-0.34151416705546,0.110459113852301,-3.09176993319094,0.0019896699084868,0.00859586138778176
"AT2G44280",656.917506218259,-0.700245111958718,0.226503391853513,-3.09154360218848,0.00199118736626676,0.00860086802940293
"AT2G26550",885.188801156752,0.661866439790339,0.214099940418904,3.09139011666861,0.00199221702890589,0.00860376623250569
"AT5G65230",15.4340585868904,1.00148170767336,0.324003863027547,3.09095607168182,0.00199513147956921,0.00861480174058454
"AT1G13520",952.261740078434,-1.11283810026817,0.360038636379166,-3.09088522126333,0.00199560758512217,0.00861530661208428
"AT4G02680",2086.63719249887,0.35894939141284,0.116134667831625,3.09080310052856,0.00199615955620294,0.00861613876463625
"AT1G16800",391.962641387626,0.383039793192243,0.123933190413473,3.09069581695045,0.00199688086938408,0.00861770142732037
"AT4G32970",298.671091718826,0.453445805565166,0.146730950967168,3.09032145281077,0.00199939975312992,0.00862701969393313
"AT4G13190",10.0434082531894,1.40582287156466,0.454926655988418,3.09021872659941,0.0020000914491788,0.00862845206834579
"AT1G60490",2571.87375581314,-0.33234967764122,0.107561647486144,-3.08985298578689,0.00200255590943064,0.00863753030814662
"AT1G16445",219.083174393879,0.474201893931719,0.153480514091824,3.08965536594446,0.00200388868468429,0.00864017148855608
"AT5G62150",480.496158221204,-1.28592164156165,0.416195165697432,-3.08970826080305,0.00200353187475947,0.00864017148855608
"AT5G47190",7679.14668456472,0.62083320559955,0.200977974357785,3.0890609161695,0.00200790264410558,0.00865592250566434
"AT5G16570",101.892246135557,1.05814816391503,0.342568575389019,3.08886523731314,0.00200922555832323,0.00866006904617088
"AT5G52250",932.414759602569,-0.695325759821989,0.225125543557133,-3.08861335251159,0.00201092963819472,0.0086658566837475
"AT5G53710",1.70770811005382,3.59205815687932,1.16326880525445,3.0879003551493,0.00201576048295761,0.00868356958388632
"AT3G07090",2997.40366965096,-0.497128880356101,0.160994183520846,-3.08786857689011,0.0020159760411854,0.00868356958388632
"AT3G23245",2.16327108108701,-4.04580872656405,1.31023636387748,-3.08784646656499,0.00201612603237984,0.00868356958388632
"AT1G14687",106.750662184313,0.659766993295318,0.213669817362959,3.087787509897,0.00201652603047481,0.00868373309999441
"AT5G24352",94.3193770788013,-0.578731244919686,0.187434810281964,-3.08764014565428,0.00201752615816052,0.00868648042176237
"AT5G51970",6558.47312522433,0.332818818421621,0.107800785652154,3.08735058291266,0.00201949268087302,0.00869338683478467
"AT4G38020",563.06596563063,0.666068862324688,0.215750519221682,3.08721788817716,0.00202039444521609,0.00869570808594169
"AT1G20720",193.365773105427,0.625044724040183,0.20247133284454,3.08707763839388,0.0020213479536558,0.00869669094464358
"AT1G19650",1505.07062613797,-0.839050565666158,0.271790637344396,-3.08712093199504,0.00202105357179418,0.00869669094464358
"AT5G15260",599.947702054865,-0.90327917125131,0.292623044315872,-3.08683539727058,0.00202299583759556,0.00870221989967128
"AT5G49700",3251.05884942053,-1.00195309842462,0.324606205068512,-3.08667265991772,0.00202410357660471,0.0087054237741511
"AT1G27190",1446.25586864286,0.219798191592203,0.0712118594840972,3.08653914087566,0.00202501284475489,0.00870777305383485
"AT5G01730",45.8066368114083,0.842663906322638,0.273055904212302,3.08604902264799,0.00202835377670847,0.00872057603300399
"AT1G30090",1503.9869065205,-0.500031913966364,0.16205074208033,-3.08565025711819,0.00203107572607741,0.0087275855187554
"AT1G01820",3509.32559501254,-0.480276646650171,0.155646872802128,-3.08568131182913,0.00203086362821615,0.0087275855187554
"AT4G01510",134.767538194983,0.593931262754472,0.19247514872189,3.08575557259421,0.00203035652349779,0.0087275855187554
"AT4G16340",1441.64793266742,0.690796621140444,0.223893251463647,3.08538384531259,0.00203289610410848,0.00873384308671791
"AT2G41100",15398.7865396414,-1.24864000392146,0.404727668457677,-3.08513625638626,0.00203458920838533,0.00873955171066091
"AT1G49040",3353.42375554106,-0.305427307787221,0.0990133827926766,-3.08470733119737,0.00203752541944383,0.00875059708339833
"AT1G75880",202.969705578777,1.03032531046272,0.334022169267811,3.0846015781564,0.00203824995001104,0.00875214165788845
"AT1G17060",104.145762558237,-0.693141879558759,0.224818344622281,-3.08311975485502,0.00204842704585299,0.00879187110791743
"AT5G53020",361.228662472168,0.459550276136511,0.149051889701662,3.08315632264933,0.00204817533984786,0.00879187110791743
"AT3G29375",528.792454468937,0.710517183054693,0.23045586828481,3.08309433967894,0.00204860200209082,0.00879187110791743
"AT1G26650",547.052556406997,0.547768391343514,0.177679799783448,3.0828962662673,0.00204996599501248,0.00879615104765103
"AT5G08610",6315.2490996439,0.715585902851732,0.23215387398897,3.08237760824845,0.00205354157802026,0.00880991741913681
"AT2G35710",224.195240460656,-0.877050078922315,0.28455542999191,-3.08217656906863,0.0020549290625954,0.00881429336470192
"AT1G22065",5.99881515385505,1.62038800070813,0.525740724282579,3.08210478257946,0.00205542470992295,0.00881484303454529
"AT4G01920",104.124631719036,-0.961681903794058,0.312036056152587,-3.08195762903692,0.00205644106932314,0.00881762522144885
"AT5G04370",10.8765843879302,-1.66243585040395,0.539452671249467,-3.08170844080438,0.00205816321294505,0.00882330010545478
"AT3G21320",3.96439589362922,-2.84122408090364,0.921978532418559,-3.08165969271591,0.00205850026641061,0.00882330010545478
"AT5G40380",349.323551331367,1.51659712956133,0.492151313749639,3.08156676044724,0.00205914295790892,0.00882447793253587
"AT5G50340",563.212921420537,0.453286995783054,0.147107530228753,3.08133101737343,0.00206077411165033,0.00882989064702481
"AT1G59810",7.18458088066704,-1.69577184215942,0.550355750344385,-3.08122853463109,0.00206148357995162,0.00883135294672612
"AT1G68870",16.8151675437438,1.60564556963493,0.521149337695894,3.08097018166388,0.00206327310237819,0.00883586299475867
"AT4G01690",6727.03146717585,0.334952046751903,0.108716348945452,3.08097218128585,0.00206325924621181,0.00883586299475867
"AT1G69340",2863.58462891,-0.210400253313298,0.0682952256884794,-3.0807461457557,0.00206482607590274,0.00884049571924671
"AT2G38130",816.685387164942,-0.329071120215741,0.106816725982696,-3.08070779354396,0.00206509203347533,0.00884049571924671
"AT3G58730",5600.26507463926,-0.299944267296522,0.0973653379510304,-3.08060623635259,0.00206579644462825,0.00884193317645491
"AT1G16170",444.124499682011,0.478009602746957,0.155171074172757,3.08053292338991,0.00206630508788372,0.00884253235289544
"AT2G45520",1165.77466717142,0.197175417637395,0.0640106073752574,3.08035536175229,0.00206753748161805,0.00884465026468532
"AT2G32640",1232.93598642905,1.03231672965447,0.335127359222379,3.08037139089398,0.00206742620122468,0.00884465026468532
"AT2G19580",25.6470709737549,0.867439930593142,0.281624704665093,3.08012726236038,0.00206912162983276,0.00884984868280465
"AT5G08050",4627.86539793269,0.656326472919865,0.213124611153106,3.07954332148138,0.00207318216913697,0.00886563514154382
"AT1G22790",451.580913266097,0.322729158499298,0.1048200491185,3.07888768621401,0.00207774995858808,0.00888358476055144
"AT1G32210",1312.02123840792,-0.346367393062516,0.112507353325574,-3.07862004415122,0.00207961726410684,0.00888913823471031
"AT5G64510",433.896565858346,-1.15012596992535,0.373587906446986,-3.07859529197195,0.00207979003473669,0.00888913823471031
"AT4G34590",2565.44459152547,-0.85953498433929,0.279225817593794,-3.07827904935964,0.00208199857250957,0.00889699229649289
"AT3G08947",434.706630359696,0.355748494408785,0.115576534774717,3.0780339201397,0.00208371195673875,0.00890117746095919
"AT3G48500",4191.98793002301,0.703012383143543,0.2283966547816,3.07803274884121,0.00208372014688926,0.00890117746095919
"AT5G34940",1119.31557227284,-0.352163656963667,0.11442805845295,-3.07759881383,0.00208675641298054,0.00891256042053976
"AT3G28170",15.4647684330857,0.750613461115361,0.243902064592629,3.07751991508991,0.00208730890741881,0.00891310283294822
"AT4G21445",608.784101480639,0.941821088186932,0.306037002505934,3.07747455528248,0.00208762660366477,0.00891310283294822
"AT1G51670",54.3682491577459,-1.48296796753728,0.482023959230477,-3.07654409939446,0.00209415323164361,0.0089393770091126
"AT5G05420",20.0526652986202,1.09157309554854,0.354967385114232,3.07513631202275,0.00210406365801133,0.00898008379022416
"AT5G11380",1036.27768631427,0.329953904357984,0.107309065579673,3.07479990227859,0.00210643824649138,0.00898861906784243
"AT1G08820",1856.29382947421,-0.401271539376439,0.130529877128853,-3.07417388419299,0.00211086361351607,0.00900590085980017
"AT5G07660",138.015099951151,-1.02318482394708,0.332897275340413,-3.07357524299588,0.00211510342485467,0.00902219059147824
"AT2G45190",707.8623785899,0.500883331806729,0.162966867967893,3.07352861383709,0.00211543399843549,0.00902219059147824
"AT2G17730",1127.86979904948,-0.340646998416396,0.110843957828467,-3.07321215418485,0.00211767876531587,0.00903015873153183
"AT1G48610",515.173110432477,0.647165502519372,0.21058948980706,3.07311396742686,0.00211837568466279,0.00903084039112523
"AT4G32990",11.3309506454963,1.33416703778647,0.434146034877058,3.07308354932755,0.00211859163182113,0.00903084039112523
"AT2G21390",10392.2183193851,-0.307359221182192,0.100019728523246,-3.07298595707303,0.00211928460463124,0.00903218914830934
"AT1G56050",1814.52572841312,0.89336179254172,0.290729147874522,3.07283187486689,0.00212037911851059,0.00903365846951756
"AT5G12300",137.915089986502,-0.389831624618596,0.126863981747284,-3.07283138404997,0.00212038260582773,0.00903365846951756
"AT5G42890",2005.58855466192,-0.385051231449864,0.125321020344359,-3.07251912242508,0.00212260233113662,0.00904150941478296
"AT1G55130",656.918390531465,0.539122495551282,0.175470102807093,3.07244645627169,0.00212311918718189,0.00904210525989786
"AT2G41990",194.888491547965,1.69250352953345,0.550957552502858,3.07193089893195,0.00212678953207508,0.00905612883301134
"AT4G00050",1767.93730210463,1.59651892697443,0.519753647535269,3.07168393054153,0.0021285498045751,0.00906201555068128
"AT5G55090",82.591231360041,-1.19515921804844,0.389138774052281,-3.07129306494619,0.00213133843798921,0.00907227751084459
"AT5G42080",10639.5555410607,-0.213670987700336,0.0695819101020397,-3.07078358997323,0.00213497831999402,0.00908615862018745
"AT5G24330",61.2379856158287,0.857966725726097,0.279434446608385,3.07036851089622,0.00213794801458496,0.00909718308991215
"AT1G61240",298.301380358601,0.499398473113289,0.162664269538802,3.07011782322708,0.00213974340039571,0.00910215907401861
"AT5G57460",2179.23461185016,-0.236889344588584,0.0771601581454944,-3.07009926213346,0.00213987638699204,0.00910215907401861
"AT2G01150",96.7111906412335,0.571063829545219,0.186051524583433,3.06938538033388,0.00214499696471229,0.00912232219779948
"AT2G17695",1196.39306664825,0.909227335339114,0.296230838038629,3.06932033598929,0.00214546407701496,0.00912269125177819
"AT2G19280",325.764927106981,0.429972239162387,0.1400938781325,3.06917222147082,0.00214652810111737,0.00912559784356634
"AT3G43670",976.3375522241,0.709468503814716,0.231169308964305,3.0690428024088,0.002147458216973,0.00912793421802489
"AT1G54370",1242.25479476081,0.166412163906459,0.0542252077865664,3.06890781426726,0.00214842875069134,0.00912939451173843
"AT1G21970",1.97138715210471,-3.84662077081245,1.25342447595441,-3.06888914697751,0.00214856299586273,0.00912939451173843
"AT2G33630",2582.3283664724,-0.357267519952986,0.116419889589505,-3.06878421902569,0.00214931772473727,0.00913098387275028
"AT5G64630",225.70689306742,0.582298831143288,0.189783453714029,3.06822760228987,0.00215332544036744,0.00914638994380261
"AT1G17880",9031.58919766863,0.387385250507106,0.126268528750378,3.0679477645054,0.00215534289725648,0.00915333830269013
"AT5G48000",167.215682198254,-1.45697969969021,0.474923449789626,-3.06782008834391,0.00215626393876915,0.00915518516721178
"AT2G28740",842.256599626288,0.400790042871856,0.130644904371592,3.06778166970748,0.00215654115712276,0.00915518516721178
"AT5G26200",152.717507792477,1.22821629631111,0.400387370027303,3.067570029063,0.0021580688839057,0.0091600495928795
"AT4G39470",674.748932844843,0.756661073193423,0.246691818202438,3.06723213889687,0.00216050999883397,0.00916878854069917
"AT1G29880",8586.63563227096,0.378448975090592,0.123399140522768,3.06686880870751,0.00216313773163759,0.00917514004509824
"AT1G06083",28.5436993825402,-1.44210504734583,0.470220080450035,-3.06687252906263,0.00216311080986899,0.00917514004509824
"AT5G19770",8215.80829378664,0.353976846105869,0.115419710154397,3.06686653113541,0.00216315421308391,0.00917514004509824
"AT5G06290",7242.63835054247,0.589845405330617,0.192348527865768,3.06654494253393,0.00216548251623032,0.00918339173166558
"AT4G14440",1501.78068455471,0.446027771397275,0.145454690026576,3.06643788052335,0.00216625815533955,0.00918505711754895
"AT3G13470",9502.05053419714,0.981763742870095,0.320201060539715,3.06608523162066,0.00216881481523382,0.00919427220894281
"AT1G78090",63.6887045087581,0.817732672519349,0.266716099086406,3.06592918582854,0.00216994701004238,0.00919582137506654
"AT3G25710",137.212794111044,0.65062080512338,0.212208743095907,3.06594721608306,0.00216981616332342,0.00919582137506654
"AT1G12470",2399.37348902992,-0.255027820989573,0.0831853838639889,-3.06577681250534,0.00217105308196727,0.00919888345240538
"AT1G42540",2682.14733691878,-0.746156383198107,0.243422145322916,-3.06527732802733,0.00217468244495694,0.00921106584625354
"AT2G20700",8.37956375710508,1.97111990844072,0.64304822184604,3.06527542021981,0.00217469631815783,0.00921106584625354
"AT3G52610",564.032472747063,-0.258148679737616,0.084240885901318,-3.06441079026659,0.00218099209392009,0.0092344706733923
"AT2G42590",7624.99948731535,0.311899120672437,0.10177954113889,3.06445791740026,0.00218064850913982,0.0092344706733923
"AT1G51980",13014.0278900306,-0.190706084517878,0.0622446169504894,-3.06381650110514,0.00218532907524419,0.00924793634417909
"AT5G13400",670.678947566852,1.34536701112892,0.439110853930169,3.06384367201925,0.00218513061603303,0.00924793634417909
"AT5G66120",8051.55619390656,-0.414699230777349,0.135353003324003,-3.06383471805688,0.00218519601488976,0.00924793634417909
"AT1G49160",413.447449860643,0.327006380118115,0.106736871421927,3.06366840026133,0.00218641110985944,0.00925088320357884
"AT1G65220",4470.80806008523,-0.351213307575782,0.114640157129354,-3.06361502260934,0.00218680121091238,0.00925090191268859
"AT2G30210",15.7341389903394,1.37734166263616,0.449596169237012,3.06350844797806,0.00218758028346737,0.00925256580484014
"AT5G45170",1575.24030293909,0.557347880931276,0.181937116663933,3.06340944141038,0.00218830426056949,0.00925399612024328
"AT5G03700",1416.97835821429,-0.578864870993986,0.188972431031628,-3.06322392019766,0.00218966146001554,0.00925810325752384
"AT3G10250",912.4812326788,-0.75227373125398,0.245624991725561,-3.06269213881339,0.00219355603779937,0.0092729353406161
"AT3G02990",331.658852915078,-1.0787363683261,0.352254848524288,-3.0623747915615,0.0021958832002102,0.00928113734629812
"AT3G57910",240.810646317783,-0.234357101923086,0.0765303457644568,-3.06227679467677,0.00219660228551027,0.00928254094789454
"AT3G25140",2126.77009856906,0.257882365086221,0.0842322358871625,3.0615638106969,0.00220184054773224,0.00930303811483273
"AT1G14970",245.769687797324,0.517335600228085,0.168983651713042,3.06145354881189,0.00220265165843104,0.00930482611467542
"AT3G62290",16477.8125157356,-0.426271164480818,0.139249286017538,-3.06120897759671,0.00220445175561017,0.00931079059870849
"AT5G09440",5992.66469466715,-0.985909920565203,0.322080467747869,-3.0610670912742,0.00220549668761142,0.00931356400511399
"AT2G17410",2323.28770764946,0.187139045642096,0.0611402773104064,3.06081447246305,0.0022073582406602,0.00931978432678674
"AT2G19190",3656.19513193682,-1.8574199270973,0.606899580299874,-3.06050619804274,0.00220963187185318,0.00932774200603138
"AT1G65850",25.7758232284196,-1.45628218631217,0.475847914055331,-3.06039417910075,0.0022104585820729,0.00932958992602509
"AT4G12040",3512.42611390304,-0.622854070446398,0.203585461500582,-3.05942313294615,0.00221763688134301,0.00935824036521702
"AT5G65210",1502.78145241135,-0.6965410974367,0.227679491624128,-3.05930539666967,0.00221850867804516,0.00936027249808113
"AT2G43980",950.547505940309,-0.343017694206717,0.112135035692381,-3.0589698579819,0.00222099495014166,0.00936911446959162
"AT1G45230",2131.6488221953,0.6444006407248,0.210678813545989,3.058687439324,0.00222308959264643,0.00937300526792357
"AT5G04130",2257.9882485187,0.788547161240908,0.257805541792628,3.05868972310609,0.00222307264703502,0.00937300526792357
"AT2G26975",1402.48644616169,0.31200465271162,0.102002955198827,3.0587805235981,0.00222239900534256,0.00937300526792357
"AT1G80830",3083.06374097843,-0.717917000343889,0.234722910968754,-3.05857232845692,0.00222394386603798,0.00937495915128067
"AT4G33050",14531.0303643636,-1.19844353163331,0.391850732194721,-3.05841850778468,0.00222508588646962,0.00937812512262524
"AT4G36040",17454.5281651617,-0.797928036056552,0.260909509162902,-3.05825586279554,0.00222629400634834,0.00938156852358946
"AT1G63820",52.4440443696359,-0.760964662030219,0.248831332511546,-3.05815451112818,0.00222704714607565,0.00938309377231172
"AT5G65160",71.471615857178,-0.773535509470912,0.25296232783225,-3.05790793474938,0.00222888041924604,0.00938916855216641
"AT1G63970",2539.1515739573,0.463419061089179,0.151562549558659,3.05760930017757,0.00223110259204416,0.00939584425832049
"AT1G08770",691.962727782706,-0.406760461565091,0.133036759514043,-3.05750427965103,0.00223188454375701,0.00939584425832049
"AT2G04039",1863.30612596351,0.974983301321465,0.318884138182419,3.0574844734476,0.00223203204302135,0.00939584425832049
"AT4G05390",9391.29288825503,-0.954328980628356,0.312126033360535,-3.05751164154263,0.00223182972111017,0.00939584425832049
"AT3G48180",47.848464113169,-0.861835240239889,0.281905870098522,-3.05717380038482,0.00223434683324973,0.00940393808428286
"AT5G49520",624.722333029736,-0.5319142181732,0.174016250194567,-3.05669279494569,0.0022379350907641,0.00941738791001189
"AT1G54215",11.6388290592963,1.16793147835923,0.382135740311383,3.0563262086073,0.00224067333683641,0.00942725673695109
"AT1G67060",867.886162585297,-0.732445687544978,0.239700404729476,-3.05567146777081,0.00224557161542357,0.00944587295642248
"AT3G21055",23776.4000698775,0.682336080510567,0.223304583478903,3.05562953469351,0.00224588566123895,0.00944587295642248
"AT2G05815",2.81390427465686,-2.34347718591766,0.767027951149889,-3.05526960576135,0.00224858290185282,0.00945555916617141
"AT5G53300",20353.3459587462,-0.347881313933045,0.113879335542261,-3.05482388245888,0.00225192718302217,0.00946796238597193
"AT5G40080",194.719332538084,0.464049459728639,0.151917709442498,3.05461069306264,0.00225352836287237,0.00947137398140122
"AT3G20440",1812.22909060923,0.997109615272165,0.326425473920122,3.05463174579373,0.00225337019786734,0.00947137398140122
"AT4G22190",1273.6601387493,0.398249819996518,0.130379880955557,3.05453431217866,0.00225410228274775,0.00947212637596138
"AT1G72640",1336.47148993729,0.587922412396068,0.19250567647967,3.05405234353261,0.00225772684645313,0.00948569559275261
"AT1G22930",13610.5388181323,-0.632518768922127,0.207117683915985,-3.05391001368431,0.00225879823484944,0.00948853493189119
"AT1G16460",1746.69768386325,0.505780791065427,0.165684043877885,3.05268255908943,0.00226805725226747,0.00952545339690786
"AT5G02630",381.128780824289,-0.547478283850706,0.179347896607968,-3.05260498843443,0.00226864355491648,0.00952545339690786
"AT2G45820",1922.30300885852,0.548138836680145,0.179565334670108,3.05258716938417,0.00226877825633847,0.00952545339690786
"AT5G03235",4.98179489400166,-2.05838985161703,0.67434249601343,-3.05243976730785,0.00226989280940082,0.00952846498534969
"AT1G09920",1456.21832851197,-0.42858871826876,0.140421691213715,-3.05215465334674,0.00227205006856247,0.00953426010487499
"AT5G44610",79.5473329694329,-1.25892465924203,0.412471121825187,-3.05215224200735,0.0022720683214986,0.00953426010487499
